iteration,area,repetition,s_method
149,1.48,51,Orthogonal Sampling
150,1.52,51,Orthogonal Sampling
6,2.9530970943744053,51,Circular Monte Carlo
7,2.4504422698000385,51,Circular Monte Carlo
8,2.199114857512855,51,Circular Monte Carlo
9,1.7278759594743864,51,Circular Monte Carlo
10,1.6336281798666925,51,Circular Monte Carlo
11,2.0734511513692637,51,Circular Monte Carlo
12,2.167698930976957,51,Circular Monte Carlo
13,2.0420352248333655,51,Circular Monte Carlo
14,1.6650441064025905,51,Circular Monte Carlo
15,1.6964600329384885,51,Circular Monte Carlo
16,1.853539665617978,51,Circular Monte Carlo
17,1.9163715186897738,51,Circular Monte Carlo
18,1.7278759594743864,51,Circular Monte Carlo
19,2.230530784048753,51,Circular Monte Carlo
20,1.790707812546182,51,Circular Monte Carlo
21,1.4451326206513049,51,Circular Monte Carlo
22,1.790707812546182,51,Circular Monte Carlo
23,1.82212373908208,51,Circular Monte Carlo
24,1.6022122533307945,51,Circular Monte Carlo
25,1.8849555921538759,51,Circular Monte Carlo
26,1.6022122533307945,51,Circular Monte Carlo
27,1.82212373908208,51,Circular Monte Carlo
28,1.6964600329384885,51,Circular Monte Carlo
29,1.7278759594743864,51,Circular Monte Carlo
30,1.4765485471872026,51,Circular Monte Carlo
31,1.4765485471872026,51,Circular Monte Carlo
32,1.5707963267948966,51,Circular Monte Carlo
33,1.6022122533307945,51,Circular Monte Carlo
34,1.6336281798666925,51,Circular Monte Carlo
35,1.4451326206513049,51,Circular Monte Carlo
36,1.9163715186897738,51,Circular Monte Carlo
37,1.6964600329384885,51,Circular Monte Carlo
38,1.82212373908208,51,Circular Monte Carlo
39,1.82212373908208,51,Circular Monte Carlo
40,1.4765485471872026,51,Circular Monte Carlo
41,1.4765485471872026,51,Circular Monte Carlo
42,1.6022122533307945,51,Circular Monte Carlo
43,1.1938052083641213,51,Circular Monte Carlo
44,1.6964600329384885,51,Circular Monte Carlo
45,1.5079644737231006,51,Circular Monte Carlo
46,1.6336281798666925,51,Circular Monte Carlo
47,1.790707812546182,51,Circular Monte Carlo
48,1.6964600329384885,51,Circular Monte Carlo
49,1.5393804002589986,51,Circular Monte Carlo
50,1.9477874452256718,51,Circular Monte Carlo
51,1.6964600329384885,51,Circular Monte Carlo
52,1.413716694115407,51,Circular Monte Carlo
53,1.5079644737231006,51,Circular Monte Carlo
54,1.382300767579509,51,Circular Monte Carlo
55,1.5079644737231006,51,Circular Monte Carlo
56,1.5707963267948966,51,Circular Monte Carlo
57,1.4451326206513049,51,Circular Monte Carlo
58,1.350884841043611,51,Circular Monte Carlo
59,1.6336281798666925,51,Circular Monte Carlo
60,2.1048670779051615,51,Circular Monte Carlo
61,1.7278759594743864,51,Circular Monte Carlo
62,1.382300767579509,51,Circular Monte Carlo
63,1.4765485471872026,51,Circular Monte Carlo
64,1.5707963267948966,51,Circular Monte Carlo
65,1.790707812546182,51,Circular Monte Carlo
66,1.6022122533307945,51,Circular Monte Carlo
67,1.5079644737231006,51,Circular Monte Carlo
68,1.6336281798666925,51,Circular Monte Carlo
69,1.5393804002589986,51,Circular Monte Carlo
70,1.413716694115407,51,Circular Monte Carlo
71,1.6650441064025905,51,Circular Monte Carlo
72,1.6336281798666925,51,Circular Monte Carlo
73,1.4451326206513049,51,Circular Monte Carlo
74,1.5707963267948966,51,Circular Monte Carlo
75,1.5079644737231006,51,Circular Monte Carlo
76,1.2566370614359172,51,Circular Monte Carlo
77,1.790707812546182,51,Circular Monte Carlo
78,1.319468914507713,51,Circular Monte Carlo
79,1.5707963267948966,51,Circular Monte Carlo
80,1.5079644737231006,51,Circular Monte Carlo
81,1.5393804002589986,51,Circular Monte Carlo
82,1.6964600329384885,51,Circular Monte Carlo
83,1.382300767579509,51,Circular Monte Carlo
84,1.5707963267948966,51,Circular Monte Carlo
85,1.5393804002589986,51,Circular Monte Carlo
86,1.382300767579509,51,Circular Monte Carlo
87,1.2252211349000193,51,Circular Monte Carlo
88,1.350884841043611,51,Circular Monte Carlo
89,1.853539665617978,51,Circular Monte Carlo
90,1.7278759594743864,51,Circular Monte Carlo
91,1.2566370614359172,51,Circular Monte Carlo
92,1.6336281798666925,51,Circular Monte Carlo
93,1.288052987971815,51,Circular Monte Carlo
94,1.5079644737231006,51,Circular Monte Carlo
95,1.790707812546182,51,Circular Monte Carlo
96,1.5079644737231006,51,Circular Monte Carlo
97,1.1309733552923256,51,Circular Monte Carlo
98,1.5707963267948966,51,Circular Monte Carlo
99,1.9792033717615696,51,Circular Monte Carlo
100,1.4451326206513049,51,Circular Monte Carlo
101,1.82212373908208,51,Circular Monte Carlo
102,1.4451326206513049,51,Circular Monte Carlo
103,1.790707812546182,51,Circular Monte Carlo
104,1.6022122533307945,51,Circular Monte Carlo
105,1.5393804002589986,51,Circular Monte Carlo
106,1.9792033717615696,51,Circular Monte Carlo
107,1.5079644737231006,51,Circular Monte Carlo
108,1.288052987971815,51,Circular Monte Carlo
109,1.350884841043611,51,Circular Monte Carlo
110,1.6650441064025905,51,Circular Monte Carlo
111,1.790707812546182,51,Circular Monte Carlo
112,1.4765485471872026,51,Circular Monte Carlo
113,2.419026343264141,51,Circular Monte Carlo
114,1.853539665617978,51,Circular Monte Carlo
115,1.6964600329384885,51,Circular Monte Carlo
116,1.288052987971815,51,Circular Monte Carlo
117,1.319468914507713,51,Circular Monte Carlo
118,1.6022122533307945,51,Circular Monte Carlo
119,1.7592918860102844,51,Circular Monte Carlo
120,1.6336281798666925,51,Circular Monte Carlo
121,1.382300767579509,51,Circular Monte Carlo
122,1.382300767579509,51,Circular Monte Carlo
123,1.350884841043611,51,Circular Monte Carlo
124,1.5707963267948966,51,Circular Monte Carlo
125,1.288052987971815,51,Circular Monte Carlo
126,1.6650441064025905,51,Circular Monte Carlo
127,1.1623892818282235,51,Circular Monte Carlo
128,1.2252211349000193,51,Circular Monte Carlo
129,1.8849555921538759,51,Circular Monte Carlo
130,1.6650441064025905,51,Circular Monte Carlo
131,1.4451326206513049,51,Circular Monte Carlo
132,1.5393804002589986,51,Circular Monte Carlo
133,1.2252211349000193,51,Circular Monte Carlo
134,1.5079644737231006,51,Circular Monte Carlo
135,1.790707812546182,51,Circular Monte Carlo
136,1.6336281798666925,51,Circular Monte Carlo
137,1.413716694115407,51,Circular Monte Carlo
138,1.382300767579509,51,Circular Monte Carlo
139,1.7278759594743864,51,Circular Monte Carlo
140,1.5079644737231006,51,Circular Monte Carlo
141,1.4451326206513049,51,Circular Monte Carlo
142,1.853539665617978,51,Circular Monte Carlo
143,1.4765485471872026,51,Circular Monte Carlo
144,1.7592918860102844,51,Circular Monte Carlo
145,1.6336281798666925,51,Circular Monte Carlo
146,1.288052987971815,51,Circular Monte Carlo
147,1.5393804002589986,51,Circular Monte Carlo
148,1.5393804002589986,51,Circular Monte Carlo
149,1.5393804002589986,51,Circular Monte Carlo
150,1.413716694115407,51,Circular Monte Carlo
6,2.48,52,Monte Carlo
7,2.28,52,Monte Carlo
8,2.52,52,Monte Carlo
9,2.04,52,Monte Carlo
10,1.96,52,Monte Carlo
11,2.32,52,Monte Carlo
12,1.68,52,Monte Carlo
13,2.04,52,Monte Carlo
14,1.72,52,Monte Carlo
15,1.96,52,Monte Carlo
16,2.2,52,Monte Carlo
17,1.88,52,Monte Carlo
18,1.68,52,Monte Carlo
19,1.64,52,Monte Carlo
20,1.88,52,Monte Carlo
21,1.6,52,Monte Carlo
22,1.32,52,Monte Carlo
23,1.84,52,Monte Carlo
24,1.6,52,Monte Carlo
25,1.64,52,Monte Carlo
26,1.72,52,Monte Carlo
27,1.28,52,Monte Carlo
28,1.6,52,Monte Carlo
29,1.72,52,Monte Carlo
30,1.56,52,Monte Carlo
31,1.36,52,Monte Carlo
32,1.52,52,Monte Carlo
33,1.48,52,Monte Carlo
34,1.6,52,Monte Carlo
35,2.2,52,Monte Carlo
36,2.0,52,Monte Carlo
37,1.52,52,Monte Carlo
38,1.6,52,Monte Carlo
39,1.64,52,Monte Carlo
40,1.44,52,Monte Carlo
41,1.64,52,Monte Carlo
42,1.76,52,Monte Carlo
43,2.04,52,Monte Carlo
44,1.6,52,Monte Carlo
45,1.8,52,Monte Carlo
46,2.0,52,Monte Carlo
47,1.84,52,Monte Carlo
48,1.52,52,Monte Carlo
49,1.72,52,Monte Carlo
50,1.76,52,Monte Carlo
51,1.52,52,Monte Carlo
52,1.4,52,Monte Carlo
53,1.24,52,Monte Carlo
54,1.96,52,Monte Carlo
55,1.92,52,Monte Carlo
56,1.96,52,Monte Carlo
57,1.76,52,Monte Carlo
58,1.6,52,Monte Carlo
59,1.56,52,Monte Carlo
60,1.56,52,Monte Carlo
61,1.52,52,Monte Carlo
62,1.2,52,Monte Carlo
63,1.24,52,Monte Carlo
64,1.84,52,Monte Carlo
65,1.76,52,Monte Carlo
66,1.44,52,Monte Carlo
67,1.6,52,Monte Carlo
68,1.2,52,Monte Carlo
69,1.6,52,Monte Carlo
70,1.44,52,Monte Carlo
71,1.56,52,Monte Carlo
72,1.32,52,Monte Carlo
73,1.6,52,Monte Carlo
74,1.56,52,Monte Carlo
75,1.32,52,Monte Carlo
76,1.6,52,Monte Carlo
77,2.0,52,Monte Carlo
78,2.04,52,Monte Carlo
79,1.96,52,Monte Carlo
80,1.4,52,Monte Carlo
81,1.6,52,Monte Carlo
82,1.44,52,Monte Carlo
83,1.28,52,Monte Carlo
84,1.6,52,Monte Carlo
85,1.12,52,Monte Carlo
86,1.48,52,Monte Carlo
87,1.44,52,Monte Carlo
88,1.64,52,Monte Carlo
89,1.2,52,Monte Carlo
90,1.4,52,Monte Carlo
91,1.28,52,Monte Carlo
92,1.6,52,Monte Carlo
93,1.92,52,Monte Carlo
94,1.8,52,Monte Carlo
95,1.6,52,Monte Carlo
96,1.48,52,Monte Carlo
97,1.88,52,Monte Carlo
98,1.52,52,Monte Carlo
99,1.2,52,Monte Carlo
100,1.84,52,Monte Carlo
101,1.28,52,Monte Carlo
102,1.4,52,Monte Carlo
103,1.56,52,Monte Carlo
104,1.36,52,Monte Carlo
105,0.88,52,Monte Carlo
106,2.0,52,Monte Carlo
107,1.32,52,Monte Carlo
108,1.4,52,Monte Carlo
109,1.52,52,Monte Carlo
110,1.56,52,Monte Carlo
111,1.24,52,Monte Carlo
112,1.72,52,Monte Carlo
113,1.52,52,Monte Carlo
114,1.48,52,Monte Carlo
115,1.44,52,Monte Carlo
116,1.16,52,Monte Carlo
117,1.48,52,Monte Carlo
118,1.24,52,Monte Carlo
119,1.12,52,Monte Carlo
120,1.6,52,Monte Carlo
121,1.64,52,Monte Carlo
122,1.36,52,Monte Carlo
123,1.52,52,Monte Carlo
124,2.0,52,Monte Carlo
125,1.48,52,Monte Carlo
126,1.6,52,Monte Carlo
127,1.48,52,Monte Carlo
128,1.8,52,Monte Carlo
129,1.84,52,Monte Carlo
130,1.32,52,Monte Carlo
131,1.96,52,Monte Carlo
132,1.44,52,Monte Carlo
133,1.48,52,Monte Carlo
134,2.0,52,Monte Carlo
135,1.48,52,Monte Carlo
136,1.56,52,Monte Carlo
137,1.72,52,Monte Carlo
138,1.56,52,Monte Carlo
139,1.2,52,Monte Carlo
140,1.88,52,Monte Carlo
141,1.16,52,Monte Carlo
142,1.36,52,Monte Carlo
143,1.76,52,Monte Carlo
144,1.36,52,Monte Carlo
145,1.36,52,Monte Carlo
146,1.48,52,Monte Carlo
147,1.36,52,Monte Carlo
148,1.28,52,Monte Carlo
149,1.56,52,Monte Carlo
150,1.04,52,Monte Carlo
6,2.56,52,Latin Hypercube
7,2.4,52,Latin Hypercube
8,2.16,52,Latin Hypercube
9,1.88,52,Latin Hypercube
10,1.76,52,Latin Hypercube
11,1.72,52,Latin Hypercube
12,1.84,52,Latin Hypercube
13,1.8,52,Latin Hypercube
14,1.88,52,Latin Hypercube
15,2.0,52,Latin Hypercube
16,1.6,52,Latin Hypercube
17,1.88,52,Latin Hypercube
18,1.8,52,Latin Hypercube
19,1.72,52,Latin Hypercube
20,1.56,52,Latin Hypercube
21,1.76,52,Latin Hypercube
22,1.64,52,Latin Hypercube
23,1.4,52,Latin Hypercube
24,1.88,52,Latin Hypercube
25,1.52,52,Latin Hypercube
26,1.88,52,Latin Hypercube
27,2.0,52,Latin Hypercube
28,1.8,52,Latin Hypercube
29,2.04,52,Latin Hypercube
30,1.76,52,Latin Hypercube
31,1.52,52,Latin Hypercube
32,1.52,52,Latin Hypercube
33,1.52,52,Latin Hypercube
34,1.84,52,Latin Hypercube
35,1.32,52,Latin Hypercube
36,1.64,52,Latin Hypercube
37,1.6,52,Latin Hypercube
38,1.64,52,Latin Hypercube
39,1.52,52,Latin Hypercube
40,1.56,52,Latin Hypercube
41,1.52,52,Latin Hypercube
42,1.24,52,Latin Hypercube
43,1.64,52,Latin Hypercube
44,1.48,52,Latin Hypercube
45,1.68,52,Latin Hypercube
46,1.56,52,Latin Hypercube
47,1.28,52,Latin Hypercube
48,1.84,52,Latin Hypercube
49,1.44,52,Latin Hypercube
50,1.56,52,Latin Hypercube
51,1.8,52,Latin Hypercube
52,2.04,52,Latin Hypercube
53,1.48,52,Latin Hypercube
54,1.44,52,Latin Hypercube
55,1.72,52,Latin Hypercube
56,1.48,52,Latin Hypercube
57,1.44,52,Latin Hypercube
58,1.48,52,Latin Hypercube
59,1.56,52,Latin Hypercube
60,1.92,52,Latin Hypercube
61,1.48,52,Latin Hypercube
62,1.84,52,Latin Hypercube
63,1.64,52,Latin Hypercube
64,1.44,52,Latin Hypercube
65,1.6,52,Latin Hypercube
66,1.64,52,Latin Hypercube
67,1.56,52,Latin Hypercube
68,1.28,52,Latin Hypercube
69,1.68,52,Latin Hypercube
70,1.64,52,Latin Hypercube
71,1.72,52,Latin Hypercube
72,1.88,52,Latin Hypercube
73,1.68,52,Latin Hypercube
74,1.4,52,Latin Hypercube
75,1.72,52,Latin Hypercube
76,1.36,52,Latin Hypercube
77,1.44,52,Latin Hypercube
78,1.8,52,Latin Hypercube
79,1.44,52,Latin Hypercube
80,1.44,52,Latin Hypercube
81,1.68,52,Latin Hypercube
82,1.84,52,Latin Hypercube
83,1.48,52,Latin Hypercube
84,1.6,52,Latin Hypercube
85,1.32,52,Latin Hypercube
86,1.48,52,Latin Hypercube
87,1.6,52,Latin Hypercube
88,1.44,52,Latin Hypercube
89,1.6,52,Latin Hypercube
90,1.68,52,Latin Hypercube
91,1.56,52,Latin Hypercube
92,1.4,52,Latin Hypercube
93,1.52,52,Latin Hypercube
94,1.44,52,Latin Hypercube
95,1.44,52,Latin Hypercube
96,1.4,52,Latin Hypercube
97,1.48,52,Latin Hypercube
98,1.12,52,Latin Hypercube
99,1.72,52,Latin Hypercube
100,1.56,52,Latin Hypercube
101,1.44,52,Latin Hypercube
102,1.36,52,Latin Hypercube
103,1.72,52,Latin Hypercube
104,1.2,52,Latin Hypercube
105,1.76,52,Latin Hypercube
106,1.68,52,Latin Hypercube
107,1.48,52,Latin Hypercube
108,1.36,52,Latin Hypercube
109,1.32,52,Latin Hypercube
110,1.52,52,Latin Hypercube
111,1.56,52,Latin Hypercube
112,1.68,52,Latin Hypercube
113,1.6,52,Latin Hypercube
114,1.68,52,Latin Hypercube
115,1.6,52,Latin Hypercube
116,1.68,52,Latin Hypercube
117,1.68,52,Latin Hypercube
118,1.0,52,Latin Hypercube
119,1.8,52,Latin Hypercube
120,1.64,52,Latin Hypercube
121,1.6,52,Latin Hypercube
122,1.64,52,Latin Hypercube
123,1.68,52,Latin Hypercube
124,1.68,52,Latin Hypercube
125,1.4,52,Latin Hypercube
126,1.24,52,Latin Hypercube
127,1.24,52,Latin Hypercube
128,1.4,52,Latin Hypercube
129,1.64,52,Latin Hypercube
130,1.52,52,Latin Hypercube
131,1.68,52,Latin Hypercube
132,1.56,52,Latin Hypercube
133,1.32,52,Latin Hypercube
134,1.48,52,Latin Hypercube
135,1.28,52,Latin Hypercube
136,1.76,52,Latin Hypercube
137,1.36,52,Latin Hypercube
138,1.48,52,Latin Hypercube
139,1.52,52,Latin Hypercube
140,1.88,52,Latin Hypercube
141,1.44,52,Latin Hypercube
142,1.32,52,Latin Hypercube
143,1.36,52,Latin Hypercube
144,1.88,52,Latin Hypercube
145,1.56,52,Latin Hypercube
146,1.72,52,Latin Hypercube
147,1.56,52,Latin Hypercube
148,1.76,52,Latin Hypercube
149,1.52,52,Latin Hypercube
150,1.6,52,Latin Hypercube
6,2.56,52,Orthogonal Sampling
7,2.36,52,Orthogonal Sampling
8,2.16,52,Orthogonal Sampling
9,2.08,52,Orthogonal Sampling
10,2.04,52,Orthogonal Sampling
11,2.12,52,Orthogonal Sampling
12,2.0,52,Orthogonal Sampling
13,1.8,52,Orthogonal Sampling
14,1.88,52,Orthogonal Sampling
15,1.8,52,Orthogonal Sampling
16,1.92,52,Orthogonal Sampling
17,1.76,52,Orthogonal Sampling
18,1.68,52,Orthogonal Sampling
19,1.96,52,Orthogonal Sampling
20,1.64,52,Orthogonal Sampling
21,1.72,52,Orthogonal Sampling
22,1.8,52,Orthogonal Sampling
23,1.52,52,Orthogonal Sampling
24,1.6,52,Orthogonal Sampling
25,1.72,52,Orthogonal Sampling
26,1.64,52,Orthogonal Sampling
27,1.72,52,Orthogonal Sampling
28,1.64,52,Orthogonal Sampling
29,1.68,52,Orthogonal Sampling
30,1.64,52,Orthogonal Sampling
31,1.56,52,Orthogonal Sampling
32,1.68,52,Orthogonal Sampling
33,1.56,52,Orthogonal Sampling
34,1.56,52,Orthogonal Sampling
35,1.68,52,Orthogonal Sampling
36,1.6,52,Orthogonal Sampling
37,1.64,52,Orthogonal Sampling
38,1.6,52,Orthogonal Sampling
39,1.72,52,Orthogonal Sampling
40,1.56,52,Orthogonal Sampling
41,1.6,52,Orthogonal Sampling
42,1.56,52,Orthogonal Sampling
43,1.6,52,Orthogonal Sampling
44,1.68,52,Orthogonal Sampling
45,1.68,52,Orthogonal Sampling
46,1.56,52,Orthogonal Sampling
47,1.56,52,Orthogonal Sampling
48,1.56,52,Orthogonal Sampling
49,1.56,52,Orthogonal Sampling
50,1.6,52,Orthogonal Sampling
51,1.52,52,Orthogonal Sampling
52,1.68,52,Orthogonal Sampling
53,1.64,52,Orthogonal Sampling
54,1.56,52,Orthogonal Sampling
55,1.52,52,Orthogonal Sampling
56,1.6,52,Orthogonal Sampling
57,1.36,52,Orthogonal Sampling
58,1.52,52,Orthogonal Sampling
59,1.52,52,Orthogonal Sampling
60,1.6,52,Orthogonal Sampling
61,1.64,52,Orthogonal Sampling
62,1.56,52,Orthogonal Sampling
63,1.52,52,Orthogonal Sampling
64,1.52,52,Orthogonal Sampling
65,1.48,52,Orthogonal Sampling
66,1.68,52,Orthogonal Sampling
67,1.68,52,Orthogonal Sampling
68,1.6,52,Orthogonal Sampling
69,1.52,52,Orthogonal Sampling
70,1.52,52,Orthogonal Sampling
71,1.68,52,Orthogonal Sampling
72,1.56,52,Orthogonal Sampling
73,1.68,52,Orthogonal Sampling
74,1.64,52,Orthogonal Sampling
75,1.52,52,Orthogonal Sampling
76,1.48,52,Orthogonal Sampling
77,1.72,52,Orthogonal Sampling
78,1.56,52,Orthogonal Sampling
79,1.6,52,Orthogonal Sampling
80,1.6,52,Orthogonal Sampling
81,1.44,52,Orthogonal Sampling
82,1.56,52,Orthogonal Sampling
83,1.56,52,Orthogonal Sampling
84,1.44,52,Orthogonal Sampling
85,1.6,52,Orthogonal Sampling
86,1.56,52,Orthogonal Sampling
87,1.4,52,Orthogonal Sampling
88,1.52,52,Orthogonal Sampling
89,1.64,52,Orthogonal Sampling
90,1.64,52,Orthogonal Sampling
91,1.44,52,Orthogonal Sampling
92,1.68,52,Orthogonal Sampling
93,1.6,52,Orthogonal Sampling
94,1.6,52,Orthogonal Sampling
95,1.44,52,Orthogonal Sampling
96,1.48,52,Orthogonal Sampling
97,1.48,52,Orthogonal Sampling
98,1.44,52,Orthogonal Sampling
99,1.52,52,Orthogonal Sampling
100,1.52,52,Orthogonal Sampling
101,1.56,52,Orthogonal Sampling
102,1.52,52,Orthogonal Sampling
103,1.44,52,Orthogonal Sampling
104,1.6,52,Orthogonal Sampling
105,1.52,52,Orthogonal Sampling
106,1.52,52,Orthogonal Sampling
107,1.56,52,Orthogonal Sampling
108,1.4,52,Orthogonal Sampling
109,1.44,52,Orthogonal Sampling
110,1.52,52,Orthogonal Sampling
111,1.56,52,Orthogonal Sampling
112,1.52,52,Orthogonal Sampling
113,1.44,52,Orthogonal Sampling
114,1.52,52,Orthogonal Sampling
115,1.6,52,Orthogonal Sampling
116,1.48,52,Orthogonal Sampling
117,1.6,52,Orthogonal Sampling
118,1.48,52,Orthogonal Sampling
119,1.48,52,Orthogonal Sampling
120,1.56,52,Orthogonal Sampling
121,1.48,52,Orthogonal Sampling
122,1.52,52,Orthogonal Sampling
123,1.56,52,Orthogonal Sampling
124,1.56,52,Orthogonal Sampling
125,1.48,52,Orthogonal Sampling
126,1.56,52,Orthogonal Sampling
127,1.52,52,Orthogonal Sampling
128,1.6,52,Orthogonal Sampling
129,1.64,52,Orthogonal Sampling
130,1.4,52,Orthogonal Sampling
131,1.64,52,Orthogonal Sampling
132,1.48,52,Orthogonal Sampling
133,1.68,52,Orthogonal Sampling
134,1.56,52,Orthogonal Sampling
135,1.56,52,Orthogonal Sampling
136,1.48,52,Orthogonal Sampling
137,1.52,52,Orthogonal Sampling
138,1.48,52,Orthogonal Sampling
139,1.52,52,Orthogonal Sampling
140,1.64,52,Orthogonal Sampling
141,1.52,52,Orthogonal Sampling
142,1.52,52,Orthogonal Sampling
143,1.36,52,Orthogonal Sampling
144,1.56,52,Orthogonal Sampling
145,1.4,52,Orthogonal Sampling
146,1.52,52,Orthogonal Sampling
147,1.56,52,Orthogonal Sampling
148,1.44,52,Orthogonal Sampling
149,1.72,52,Orthogonal Sampling
150,1.6,52,Orthogonal Sampling
6,2.57610597594363,52,Circular Monte Carlo
7,2.419026343264141,52,Circular Monte Carlo
8,2.199114857512855,52,Circular Monte Carlo
9,2.57610597594363,52,Circular Monte Carlo
10,1.9163715186897738,52,Circular Monte Carlo
11,1.9477874452256718,52,Circular Monte Carlo
12,2.167698930976957,52,Circular Monte Carlo
13,1.9792033717615696,52,Circular Monte Carlo
14,1.6964600329384885,52,Circular Monte Carlo
15,2.0106192982974678,52,Circular Monte Carlo
16,1.9477874452256718,52,Circular Monte Carlo
17,1.5707963267948966,52,Circular Monte Carlo
18,1.8849555921538759,52,Circular Monte Carlo
19,1.6022122533307945,52,Circular Monte Carlo
20,1.413716694115407,52,Circular Monte Carlo
21,1.9477874452256718,52,Circular Monte Carlo
22,1.6336281798666925,52,Circular Monte Carlo
23,1.790707812546182,52,Circular Monte Carlo
24,1.4765485471872026,52,Circular Monte Carlo
25,1.9163715186897738,52,Circular Monte Carlo
26,1.413716694115407,52,Circular Monte Carlo
27,1.4765485471872026,52,Circular Monte Carlo
28,1.6022122533307945,52,Circular Monte Carlo
29,1.2566370614359172,52,Circular Monte Carlo
30,1.6022122533307945,52,Circular Monte Carlo
31,1.790707812546182,52,Circular Monte Carlo
32,1.6022122533307945,52,Circular Monte Carlo
33,1.5707963267948966,52,Circular Monte Carlo
34,1.288052987971815,52,Circular Monte Carlo
35,1.2566370614359172,52,Circular Monte Carlo
36,1.6336281798666925,52,Circular Monte Carlo
37,1.5707963267948966,52,Circular Monte Carlo
38,1.6336281798666925,52,Circular Monte Carlo
39,1.4765485471872026,52,Circular Monte Carlo
40,1.7278759594743864,52,Circular Monte Carlo
41,1.7592918860102844,52,Circular Monte Carlo
42,1.4765485471872026,52,Circular Monte Carlo
43,1.382300767579509,52,Circular Monte Carlo
44,1.7278759594743864,52,Circular Monte Carlo
45,1.790707812546182,52,Circular Monte Carlo
46,1.1623892818282235,52,Circular Monte Carlo
47,1.0995574287564276,52,Circular Monte Carlo
48,1.5079644737231006,52,Circular Monte Carlo
49,1.6336281798666925,52,Circular Monte Carlo
50,1.5393804002589986,52,Circular Monte Carlo
51,1.6964600329384885,52,Circular Monte Carlo
52,1.6964600329384885,52,Circular Monte Carlo
53,1.6336281798666925,52,Circular Monte Carlo
54,1.6022122533307945,52,Circular Monte Carlo
55,1.5079644737231006,52,Circular Monte Carlo
56,1.853539665617978,52,Circular Monte Carlo
57,1.4765485471872026,52,Circular Monte Carlo
58,1.8849555921538759,52,Circular Monte Carlo
59,1.6022122533307945,52,Circular Monte Carlo
60,1.350884841043611,52,Circular Monte Carlo
61,1.6964600329384885,52,Circular Monte Carlo
62,1.319468914507713,52,Circular Monte Carlo
63,1.853539665617978,52,Circular Monte Carlo
64,1.8849555921538759,52,Circular Monte Carlo
65,1.6022122533307945,52,Circular Monte Carlo
66,1.413716694115407,52,Circular Monte Carlo
67,1.4765485471872026,52,Circular Monte Carlo
68,1.4765485471872026,52,Circular Monte Carlo
69,1.5707963267948966,52,Circular Monte Carlo
70,1.5393804002589986,52,Circular Monte Carlo
71,1.7278759594743864,52,Circular Monte Carlo
72,1.319468914507713,52,Circular Monte Carlo
73,1.6336281798666925,52,Circular Monte Carlo
74,1.6336281798666925,52,Circular Monte Carlo
75,1.5707963267948966,52,Circular Monte Carlo
76,1.6022122533307945,52,Circular Monte Carlo
77,1.413716694115407,52,Circular Monte Carlo
78,1.6650441064025905,52,Circular Monte Carlo
79,1.9163715186897738,52,Circular Monte Carlo
80,1.9477874452256718,52,Circular Monte Carlo
81,1.350884841043611,52,Circular Monte Carlo
82,1.790707812546182,52,Circular Monte Carlo
83,1.5393804002589986,52,Circular Monte Carlo
84,1.6336281798666925,52,Circular Monte Carlo
85,1.2566370614359172,52,Circular Monte Carlo
86,1.6650441064025905,52,Circular Monte Carlo
87,1.350884841043611,52,Circular Monte Carlo
88,1.6336281798666925,52,Circular Monte Carlo
89,1.4451326206513049,52,Circular Monte Carlo
90,1.6964600329384885,52,Circular Monte Carlo
91,1.6336281798666925,52,Circular Monte Carlo
92,1.6964600329384885,52,Circular Monte Carlo
93,1.6022122533307945,52,Circular Monte Carlo
94,1.6650441064025905,52,Circular Monte Carlo
95,1.1938052083641213,52,Circular Monte Carlo
96,1.5079644737231006,52,Circular Monte Carlo
97,1.790707812546182,52,Circular Monte Carlo
98,1.6964600329384885,52,Circular Monte Carlo
99,1.288052987971815,52,Circular Monte Carlo
100,1.2566370614359172,52,Circular Monte Carlo
101,1.82212373908208,52,Circular Monte Carlo
102,1.853539665617978,52,Circular Monte Carlo
103,1.6650441064025905,52,Circular Monte Carlo
104,1.4765485471872026,52,Circular Monte Carlo
105,1.6964600329384885,52,Circular Monte Carlo
106,1.319468914507713,52,Circular Monte Carlo
107,1.6650441064025905,52,Circular Monte Carlo
108,1.288052987971815,52,Circular Monte Carlo
109,1.288052987971815,52,Circular Monte Carlo
110,1.6650441064025905,52,Circular Monte Carlo
111,1.853539665617978,52,Circular Monte Carlo
112,1.790707812546182,52,Circular Monte Carlo
113,1.288052987971815,52,Circular Monte Carlo
114,1.4451326206513049,52,Circular Monte Carlo
115,1.7278759594743864,52,Circular Monte Carlo
116,1.5707963267948966,52,Circular Monte Carlo
117,1.5707963267948966,52,Circular Monte Carlo
118,1.288052987971815,52,Circular Monte Carlo
119,1.6336281798666925,52,Circular Monte Carlo
120,1.6650441064025905,52,Circular Monte Carlo
121,1.2566370614359172,52,Circular Monte Carlo
122,1.4451326206513049,52,Circular Monte Carlo
123,1.4451326206513049,52,Circular Monte Carlo
124,1.350884841043611,52,Circular Monte Carlo
125,1.6336281798666925,52,Circular Monte Carlo
126,1.2566370614359172,52,Circular Monte Carlo
127,1.5079644737231006,52,Circular Monte Carlo
128,1.853539665617978,52,Circular Monte Carlo
129,1.2252211349000193,52,Circular Monte Carlo
130,1.413716694115407,52,Circular Monte Carlo
